Store,Dept,Date,Weekly_Sales,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Year,Month,Week,max,min,mean,median,std,Total_MarkDown
1,27,5/2/2019,2293,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,5131.93,623.57,1374.64965,1167,687.9051992,0
1,26,5/2/2019,11737.12,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,14479.39,4010.16,6767.997273,6253.05,1905.108021,0
1,23,5/2/2019,24146.49,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,62381,13053.74,21623.18469,20704.87,5973.220675,0
1,29,5/2/2019,7024.95,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,14065.97,2978.08,4651.04021,4158.06,1582.879201,0
1,30,5/2/2019,5491,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,5735,1986.16,3415.295035,3336.7,787.2616368,0
1,45,5/2/2019,37.44,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,80.29,2.5,23.99507042,13.5,17.82806214,0
1,55,5/2/2019,21249.31,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,48876.91,6962.22,12817.84336,10911.03,6148.786846,0
1,46,5/2/2019,20837.77,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,54830.17,15209.45,19662.98986,18879.72,4418.225031,0
1,42,5/2/2019,8366.71,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,41,5/2/2019,1011.83,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,44,5/2/2019,4674.75,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,71,5/2/2019,5421.14,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,7561.4,1027.53,2732.473357,2577.78,1018.142751,0
1,58,5/2/2019,7659.97,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,7790,570,3372.474476,3296,1542.183327,0
1,74,5/2/2019,12251.94,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,20182.75,7583.13,11652.82741,11361.36,2119.986325,0
1,67,5/2/2019,8414.14,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,21228.22,3796.96,7436.017343,6105.29,3552.203604,0
1,56,5/2/2019,2567.36,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,79,5/2/2019,46729.77,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,48373.55,24738.86,33974.79294,32156.49,5728.899399,0
1,33,5/2/2019,8589.77,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,14881.25,2350.29,5946.431189,5070.49,2494.816814,0
1,34,5/2/2019,14350.83,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,17933,7074.5,11530.83168,11105.36,2451.833222,0
1,22,5/2/2019,13623.98,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,20555.07,5133.32,8052.076154,7416.29,2567.297148,0
1,37,5/2/2019,3438.16,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,36,5/2/2019,120,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,5850,64.5,1476.203566,1144,1139.133695,0
1,24,5/2/2019,8272.9,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,17223.95,2646.13,6187.38972,5164.1,2988.175068,0
1,25,5/2/2019,11609.5,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,17880.04,5272.76,10152.33678,10225.67,1975.402197,0
1,35,5/2/2019,2770,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,4279,1341.83,2535.730909,2535.58,589.2246263,0
1,32,5/2/2019,11875.84,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,43995.62,3152.72,8202.668392,6939.97,5041.978717,0
1,31,5/2/2019,3455.92,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,10581.34,901.11,2408.533287,1932.64,1599.208762,0
1,40,5/2/2019,66780.63,A,151315,42.31,2.572,211.0963582,8.106,0,2019,2,5,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,81,12/2/2019,30694.25,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,36081.52,24041.67,29780.69657,29979.34,1849.372057,0
1,19,12/2/2019,1490.79,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,2600.99,489.9,1259.018531,1229.72,394.0272661,0
1,82,12/2/2019,20949.36,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,63787.12,15881.65,20727.86091,19854.55,5896.743538,0
1,83,12/2/2019,7521.08,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,9660.09,2847.62,5704.048951,5551.16,1172.912138,0
1,6,12/2/2019,9135,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,28497.52,-139.65,4801.78014,4132.61,3317.432691,0
1,87,12/2/2019,39254.57,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,68503.09,18911.79,46006.2772,46467.94,9269.715751,0
1,9,12/2/2019,16562.49,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,50675.72,11355.87,28062.05224,27333.83,8422.254593,0
1,25,12/2/2019,13268.75,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,17880.04,5272.76,10152.33678,10225.67,1975.402197,0
1,28,12/2/2019,1008.36,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,1151.63,258.1,593.113986,557.94,212.4368808,0
1,79,12/2/2019,36080.86,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,48373.55,24738.86,33974.79294,32156.49,5728.899399,0
1,80,12/2/2019,16720.84,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,22615.85,7320.66,17139.31462,16973.96,2414.333401,0
1,17,12/2/2019,13403.66,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,19842,5913.51,9196.557902,8712.44,2025.029196,0
1,85,12/2/2019,4994.64,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,9020.76,2360.35,3685.875524,3422.49,1123.845618,0
1,74,12/2/2019,11857.96,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,20182.75,7583.13,11652.82741,11361.36,2119.986325,0
1,29,12/2/2019,7696.61,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,14065.97,2978.08,4651.04021,4158.06,1582.879201,0
1,3,12/2/2019,10887.84,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,51159.17,6165.73,13150.47804,10366.85,8708.978853,0
1,2,12/2/2019,44682.74,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,65615.36,35819.83,46102.09042,45561.85,3440.673222,0
1,14,12/2/2019,18129.02,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,47983.72,9918.05,15268.55091,13579.21,5667.135875,0
1,23,12/2/2019,22812.41,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,62381,13053.74,21623.18469,20704.87,5973.220675,0
1,36,12/2/2019,432,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,5850,64.5,1476.203566,1144,1139.133695,0
1,21,12/2/2019,8735.83,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,13551.98,5898.29,7808.450559,7662.31,1067.245018,0
1,12,12/2/2019,8654.07,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,15560.17,6605.12,10566.54531,10724.56,1743.067882,0
1,30,12/2/2019,5328.5,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,5735,1986.16,3415.295035,3336.7,787.2616368,0
1,1,12/2/2019,46039.49,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,57592.12,14537.37,22513.32294,18535.48,9854.349032,0
1,37,12/2/2019,3450.68,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,22,12/2/2019,14807.95,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,20555.07,5133.32,8052.076154,7416.29,2567.297148,0
1,27,12/2/2019,2339.5,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,5131.93,623.57,1374.64965,1167,687.9051992,0
1,24,12/2/2019,8050.24,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,17223.95,2646.13,6187.38972,5164.1,2988.175068,0
1,26,12/2/2019,10050.92,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,14479.39,4010.16,6767.997273,6253.05,1905.108021,0
1,31,12/2/2019,3228.96,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,10581.34,901.11,2408.533287,1932.64,1599.208762,0
1,13,12/2/2019,36476.4,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,44863.15,32782.17,38692.88049,38347.52,2509.848052,0
1,35,12/2/2019,2420,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,4279,1341.83,2535.730909,2535.58,589.2246263,0
1,32,12/2/2019,14700.59,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,43995.62,3152.72,8202.668392,6939.97,5041.978717,0
1,34,12/2/2019,12852.83,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,17933,7074.5,11530.83168,11105.36,2451.833222,0
1,33,12/2/2019,8483.54,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,14881.25,2350.29,5946.431189,5070.49,2494.816814,0
1,44,12/2/2019,4463.33,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,41,12/2/2019,924.53,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,67,12/2/2019,17614.47,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,21228.22,3796.96,7436.017343,6105.29,3552.203604,0
1,58,12/2/2019,4505,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,7790,570,3372.474476,3296,1542.183327,0
1,40,12/2/2019,60828.25,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,42,12/2/2019,7284.34,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,71,12/2/2019,4752,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,7561.4,1027.53,2732.473357,2577.78,1018.142751,0
1,55,12/2/2019,18892.81,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,48876.91,6962.22,12817.84336,10911.03,6148.786846,0
1,56,12/2/2019,2849.12,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,5,12/2/2019,29620.81,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,85676.09,11570.27,24257.94112,21183.42,11330.2865,0
1,60,12/2/2019,1003.2,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,2226.4,589.6,1020.995804,985.6,238.6568548,0
1,54,12/2/2019,383,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,616,-50,90.92105263,53.16,99.55917105,0
1,59,12/2/2019,1447.42,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,18016.74,107.13,857.7751049,354,1880.958217,0
1,91,12/2/2019,66937,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,76603.53,48263.59,64238.94343,64022.49,6063.276662,0
1,8,12/2/2019,37334.83,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,42663.75,31061.21,35718.25762,35356.12,2490.769188,0
1,98,12/2/2019,16309.73,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,20732.04,8283.28,11827.77077,11424.42,2081.131442,0
1,97,12/2/2019,33874.47,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,43995.15,28457.31,35207.34881,35362.9,3388.496723,0
1,18,12/2/2019,19006.5,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,53845.12,-1.27,7765.304425,2303.36,11435.69263,0
1,45,12/2/2019,34.47,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,80.29,2.5,23.99507042,13.5,17.82806214,0
1,11,12/2/2019,21760.75,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,44553.45,16107.93,24919.27063,23607.73,6135.183123,0
1,10,12/2/2019,31494.77,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,43718.05,23058.41,31033.38636,30888.69,3509.190495,0
1,16,12/2/2019,11873.89,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,59543.22,4594.95,24151.06133,21143.58,15457.0226,0
1,48,12/2/2019,247,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,6445,-223,917.72792,641,890.8856952,0
1,4,12/2/2019,35351.21,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,47893.23,32497.43,36964.15448,36579.96,2930.698313,0
1,49,12/2/2019,16139.05,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,17190.6,7291.66,11437.93126,11313.7,2007.971573,0
1,20,12/2/2019,3697.7,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,7272.2,2464.49,4091.571538,3985.35,921.3118931,0
1,52,12/2/2019,2728.58,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,4205.67,1218.46,2355.439371,2231.45,678.9606435,0
1,51,12/2/2019,28.11,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,185.8,0.75,32.71272727,22.24,35.68451803,0
1,94,12/2/2019,62329.48,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,86052.03,45989.26,63180.56818,62767.87,6605.06502,0
1,7,12/2/2019,18310.31,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,166697.72,9194.61,24566.48741,20212.71,18808.95846,0
1,93,12/2/2019,70202.02,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,97979.96,55082.4,71699.18238,72089.33,9300.200076,0
1,46,12/2/2019,18826.47,A,151315,38.51,2.548,211.2421698,8.106,1,2019,2,6,54830.17,15209.45,19662.98986,18879.72,4418.225031,0
1,45,2/19/2019,22.94,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,80.29,2.5,23.99507042,13.5,17.82806214,0
1,33,2/19/2019,7611.35,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,14881.25,2350.29,5946.431189,5070.49,2494.816814,0
1,52,2/19/2019,3356.66,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,4205.67,1218.46,2355.439371,2231.45,678.9606435,0
1,55,2/19/2019,17404.53,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,48876.91,6962.22,12817.84336,10911.03,6148.786846,0
1,51,2/19/2019,52.88,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,185.8,0.75,32.71272727,22.24,35.68451803,0
1,12,2/19/2019,9165.98,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,15560.17,6605.12,10566.54531,10724.56,1743.067882,0
1,3,2/19/2019,11523.47,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,51159.17,6165.73,13150.47804,10366.85,8708.978853,0
1,37,2/19/2019,3203.31,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,3816.82,1943.14,2800.495105,2776.22,369.59582,0
1,40,2/19/2019,68569.53,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,68569.53,48943.99,58510.40916,58214.46,4264.078123,0
1,41,2/19/2019,1206.88,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,4164.38,163.37,1064.76965,885.27,720.9332673,0
1,48,2/19/2019,354,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,6445,-223,917.72792,641,890.8856952,0
1,34,2/19/2019,13006.5,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,17933,7074.5,11530.83168,11105.36,2451.833222,0
1,4,2/19/2019,36826.95,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,47893.23,32497.43,36964.15448,36579.96,2930.698313,0
1,49,2/19/2019,16736.17,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,17190.6,7291.66,11437.93126,11313.7,2007.971573,0
1,20,2/19/2019,4719.89,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,7272.2,2464.49,4091.571538,3985.35,921.3118931,0
1,25,2/19/2019,10271.25,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,17880.04,5272.76,10152.33678,10225.67,1975.402197,0
1,11,2/19/2019,18706.21,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,44553.45,16107.93,24919.27063,23607.73,6135.183123,0
1,54,2/19/2019,616,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,616,-50,90.92105263,53.16,99.55917105,0
1,46,2/19/2019,22414.94,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,54830.17,15209.45,19662.98986,18879.72,4418.225031,0
1,5,2/19/2019,26468.27,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,85676.09,11570.27,24257.94112,21183.42,11330.2865,0
1,31,2/19/2019,2652,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,10581.34,901.11,2408.533287,1932.64,1599.208762,0
1,67,2/19/2019,16411.69,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,21228.22,3796.96,7436.017343,6105.29,3552.203604,0
1,59,2/19/2019,1530.41,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,18016.74,107.13,857.7751049,354,1880.958217,0
1,60,2/19/2019,1020.8,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,2226.4,589.6,1020.995804,985.6,238.6568548,0
1,30,2/19/2019,5735,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,5735,1986.16,3415.295035,3336.7,787.2616368,0
1,32,2/19/2019,20275.45,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,43995.62,3152.72,8202.668392,6939.97,5041.978717,0
1,56,2/19/2019,3246.57,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,16347.63,283.82,4000.480629,1980.42,4020.302475,0
1,21,2/19/2019,8949.67,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,13551.98,5898.29,7808.450559,7662.31,1067.245018,0
1,16,2/19/2019,13855.54,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,59543.22,4594.95,24151.06133,21143.58,15457.0226,0
1,35,2/19/2019,2176,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,4279,1341.83,2535.730909,2535.58,589.2246263,0
1,44,2/19/2019,4401.78,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,9623.65,2940.67,4872.724406,4552.77,1159.512673,0
1,58,2/19/2019,3131,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,7790,570,3372.474476,3296,1542.183327,0
1,36,2/19/2019,595,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,5850,64.5,1476.203566,1144,1139.133695,0
1,42,2/19/2019,8423.87,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,10220.35,5756.34,7940.326224,7935.25,850.7052976,0
1,72,2/19/2019,72377.79,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,203670.47,30051.47,47390.6449,41104.42,23056.47445,0
1,13,2/19/2019,37857.68,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,44863.15,32782.17,38692.88049,38347.52,2509.848052,0
1,19,2/19/2019,1722.17,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,2600.99,489.9,1259.018531,1229.72,394.0272661,0
1,17,2/19/2019,13485.61,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,19842,5913.51,9196.557902,8712.44,2025.029196,0
1,29,2/19/2019,7966.55,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,14065.97,2978.08,4651.04021,4158.06,1582.879201,0
1,2,2/19/2019,47928.89,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,65615.36,35819.83,46102.09042,45561.85,3440.673222,0
1,28,2/19/2019,1012.09,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,1151.63,258.1,593.113986,557.94,212.4368808,0
1,74,2/19/2019,13917.2,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,20182.75,7583.13,11652.82741,11361.36,2119.986325,0
1,23,2/19/2019,21381.85,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,62381,13053.74,21623.18469,20704.87,5973.220675,0
1,6,2/19/2019,6060.26,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,28497.52,-139.65,4801.78014,4132.61,3317.432691,0
1,81,2/19/2019,28784.91,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,36081.52,24041.67,29780.69657,29979.34,1849.372057,0
1,80,2/19/2019,15918.98,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,22615.85,7320.66,17139.31462,16973.96,2414.333401,0
1,82,2/19/2019,20195.2,A,151315,39.93,2.514,211.2891429,8.106,0,2019,2,7,63787.12,15881.65,20727.86091,19854.55,5896.743538,0
